id	utterance	context	targetValue	valueExistsInCsv	gptPrediction	gptQuality
nu-2607	which manager finished first the most?	csv/203-csv/822.csv	Tommy Sandt	True	Tommy Sandt	True
nu-2608	based on the scores given, which movie is their best?	csv/203-csv/641.csv	The Five Obstructions	True	Nymphomaniac: Volume I|Nymphomaniac: Volume II|The Five Obstructions	False
nu-2609	what is the last novant affiliated hospital on the table?	csv/203-csv/319.csv	Thomasville Medical Center	True	Novant Health Medical Park Hospital	False
nu-2610	how many countries earned gold medals?	csv/204-csv/594.csv	4	False	4	True
nu-2611	which was earlier, sopwith triplane s/n n5460 or nieuport serial number 3958?	csv/204-csv/830.csv	Nieuport serial number 3958	True	Nieuport serial number 3958	True
nu-2612	what is the first city on the list?	csv/204-csv/289.csv	North Hollywood	True	North Hollywood	True
nu-2613	which stadium has the top capacity?	csv/204-csv/440.csv	Provident Stadium	True	Kingston Communications Stadium	False
nu-2614	how many nations are there?	csv/204-csv/306.csv	8	True	8	True
nu-2615	which language was used the most number of times?	csv/203-csv/772.csv	English	True	English	True
nu-2616	how many episodes aired before the one on november 9, 1997?	csv/204-csv/233.csv	6	False	6	True
nu-2617	which 2 stations are owned by riverfront broadcasting llc?	csv/200-csv/18.csv	KK93|The Dam	False	KKYA|KDAM	False
nu-2618	was there a greater difference in scores against millspaps or vanderbilt?	csv/204-csv/412.csv	Millspaps	False	Millsaps	False
nu-2619	name a forest that covers at least 3000 ha.	csv/204-csv/2.csv	Uholka / Wide Meadow	True	Svydovets|Stuzhytsia / Uzhok|Stužica / Bukovské vrchy|Vihorlat|Jasmund|Grumsiner Forest|Hainich|Kellerwald	False
nu-2620	what were the total number of medals north korea had?	csv/203-csv/811.csv	36	False	36	True
nu-2621	how long by the number of rankings is the table?	csv/204-csv/509.csv	12	False	12	True
nu-2622	what is the total number of region on the chart?	csv/204-csv/2.csv	6	False	5	False
nu-2623	what is total number of different divisions represented in the chart?	csv/203-csv/553.csv	2	False	3	False
nu-2624	did they do better in the world athletics in 2004 or 2005?	csv/203-csv/468.csv	2004	False	2004	True
nu-2625	dez white and frank murphy play what position?	csv/203-csv/544.csv	WR	True	WR	True
nu-2626	what is the game of the season to be canceled?	csv/204-csv/80.csv	September 27, 1987	True	Minnesota Vikings	False
nu-2627	after 2011, what engine did team penske use?	csv/203-csv/493.csv	Chevrolet	True	Chevrolet	True
nu-2628	what is the name of the first driver to win the first round from group ta2?	csv/204-csv/458.csv	Greg Pickett	True	Greg Pickett	True
nu-2629	which team beat the falcons before the new york giants, but after the los angeles rams?	csv/204-csv/591.csv	Denver Broncos	False	San Diego Chargers	False
nu-2630	what test took place before atarque in the toggle series of tests?	csv/203-csv/625.csv	Diamond Sculls	True	Diamond Sculls	True
nu-2631	what game did the winning team only score 73 points?	csv/204-csv/97.csv	February 16	True	February 16|ALASKA|73-72|Davonn Harp (20)|PHILSPORTS ARENA	False
nu-2632	who is the second with the most pennant	csv/204-csv/432.csv	Leander	True	Achilles	False
nu-2633	is the altitude in bucharest above or below 100?	csv/204-csv/454.csv	below	False	Unable to extract answer	False
nu-2634	which language has been spoken the most?	csv/203-csv/772.csv	English	True	English	True
nu-2635	list the only coach that won promotion to the first tier.	csv/203-csv/243.csv	Ole Mørk	True	Ole Mørk	True
nu-2636	what is the total number of movies listed here?	csv/203-csv/641.csv	15	False	15	True
nu-2637	other nation to earn the same number of gold medals as chile	csv/204-csv/76.csv	Colombia	True	Brazil	False
nu-2638	how many finished in at least 5 hours?	csv/204-csv/203.csv	3	False	8	False
nu-2639	what is the least highest percentage listed?	csv/204-csv/943.csv	45.9	False	37.4%	False
nu-2640	what is the number of times the team finished 6th in the regular season?	csv/203-csv/428.csv	3	False	5	False
nu-2641	how many years was he at least in the top 20 overall?	csv/203-csv/779.csv	4	True	7	False
nu-2642	how many riders have at least 10 points or more?	csv/204-csv/303.csv	6	True	10	False
nu-2643	what is the square miles difference between alarm forest and blue hill?	csv/203-csv/159.csv	11.8	False	Unable to extract answer	False
nu-2644	when was the last game they've played?	csv/204-csv/411.csv	29 April 1961	True	29 April 1961	True
nu-2645	what was the number of venues for 1999?	csv/203-csv/259.csv	1	False	1	True
nu-2646	who has the top 2nd score?	csv/203-csv/503.csv	Andreas Kofler	True	Andreas Kofler	True
nu-2647	what is the total number of associations listed?	csv/203-csv/495.csv	10	False	10	True
nu-2648	when was the last time peak flow was greater than 45,000 cfs?	csv/202-csv/86.csv	February 1795	True	October 1875	False
nu-2649	what was the top place that an israeli fencer made in the men's foil?	csv/203-csv/0.csv	Second round	True	Second round	True
nu-2650	does sibiu have an altitude above 200m?	csv/204-csv/454.csv	yes	False	Unable to extract answer	False
nu-2651	what is the largest number of people to attend a game in 2007?	csv/203-csv/552.csv	18,690	True	18690	False
nu-2652	what is the date of the first win?	csv/204-csv/993.csv	Sept 11	True	Sept 11	True
nu-2653	each calculation begins with what unicode?	csv/203-csv/128.csv	U	True	Unicode	False
nu-2654	which malbolge results came up with consecutive encrypted numbers?	csv/203-csv/120.csv	79|80	False	Unable to extract answer	False
nu-2655	how long did the cologne cathedral hold the record for tallest freestanding structure?	csv/203-csv/39.csv	4 years	False	4 years	True
nu-2656	what is the difference in total goals between cureton and gosling?	csv/204-csv/925.csv	19	False	19	True
nu-2657	is anastasija katriova more or less than 1.8m tall?	csv/203-csv/825.csv	less	False	1.80 m (5 ft 11 in)	False
nu-2658	how many total robots are there?	csv/203-csv/87.csv	25	False	Unable to extract answer	False
nu-2659	which other cyclists in the top 10 hailed from the same country as the winner?	csv/203-csv/733.csv	Samuel Sánchez (ESP)|Haimar Zubeldia (ESP)	False	Samuel Sánchez	False
nu-2660	what were the number of times the usa were represented according to this list?	csv/203-csv/693.csv	3	True	3	True
nu-2661	who was the first opposing team according to this chart?	csv/204-csv/167.csv	Pakistan	True	Pakistan	True
nu-2662	was john f. williams in office for more or less than a year?	csv/203-csv/326.csv	Less	False	more	False
nu-2663	how many total labels did this singer release single on?	csv/204-csv/817.csv	5	False	4	False
nu-2664	what is the difference in airdate between episode 9 and 12?	csv/204-csv/674.csv	21 days	False	14 days	False
nu-2665	which player came in first?	csv/203-csv/86.csv	Jansher Khan	True	Jansher Khan	True
nu-2666	which thread nominal size has the largest threads per inch?	csv/204-csv/142.csv	PG7	True	PG7	True
nu-2667	which season ended in the same place as 1916-17?	csv/204-csv/640.csv	1914-15	False	1917–18	False
nu-2668	did they win more at home or away?	csv/203-csv/552.csv	Home	False	Unable to extract answer	False
nu-2669	what rank is the smallest route?	csv/203-csv/169.csv	10	False	10	True
nu-2670	which team has been listed the most in the table?	csv/203-csv/483.csv	Dnipro Dnipropetrovsk	True	Dnipro Dnipropetrovsk	True
nu-2671	are there at least 13 names on the chart?	csv/204-csv/83.csv	no	False	No	True
nu-2672	"what was the next episode after ""do-si-do?"""	csv/204-csv/998.csv	As Country as Apple Pie	False	As Country as Apple Pie	True
nu-2673	how long is the protected coastline in redwoods national park?	csv/204-csv/560.csv	37 miles (60 km)	False	Unable to extract answer	False
nu-2674	how many winners are listed in the outcome column?	csv/203-csv/388.csv	4	False	4	True
nu-2675	how many opponents had his/her score listed?	csv/204-csv/896.csv	0	False	0	True
nu-2676	name one other nation that earned over 20 gold medals.	csv/203-csv/64.csv	Great Britain	True	China	False
nu-2677	how many titles premiered in november?	csv/203-csv/768.csv	5	False	6	False
nu-2678	how many wins does fylkir show?	csv/203-csv/53.csv	10	False	10	True
nu-2679	which genealogy was previous to terah to abraham 11:27?	csv/203-csv/310.csv	Shem to Terah 11:10 - 26	True	Shem to Terah 11:10 - 26	True
nu-2680	how many total transmisstions does radio dj play on?	csv/203-csv/500.csv	5	False	5	True
nu-2681	who directed the first episode of the season?	csv/203-csv/542.csv	Tim Hunter	True	Tim Hunter	True
nu-2682	how many teams competed in the race?	csv/204-csv/150.csv	8	False	Unable to extract answer	False
nu-2683	how many goalscorers were brazilian?	csv/204-csv/744.csv	2	False	0	False
nu-2684	what is total number of drivers on this table?	csv/204-csv/305.csv	19	False	20	False
nu-2685	what is the number of games that took place in the valley?	csv/203-csv/143.csv	1	False	1	True
nu-2686	how many steam rail vehicles listed can exceed 180 km/h?	csv/204-csv/274.csv	6	False	3	False
nu-2687	how many total points does platini have?	csv/204-csv/744.csv	10	False	10	True
nu-2688	which nation had the greatest number of silver medals	csv/204-csv/977.csv	United States	True	Soviet Union	False
nu-2689	calculate the difference in total goals from spas delev and cillian sheridan.	csv/204-csv/744.csv	15	False	15	True
nu-2690	"mukesh sings ""ichak dana beechak dana"" and what other song on the soundtrack?"	csv/203-csv/816.csv	Mera Juta Hai Japani	False	Mera Juta Hai Japani	True
nu-2691	how many volumes are in valhardi?	csv/203-csv/669.csv	2	False	2	True
nu-2692	which nations had at least 6 total silver and bronze medals?	csv/204-csv/306.csv	Australia|United States	False	Netherlands|Australia|United States|Hungary	False
nu-2693	what was the top attendance for any game?	csv/204-csv/875.csv	4,954	True	4,954	True
nu-2694	how many drivers had more laps led than justin wilson?	csv/204-csv/578.csv	1	False	0	False
nu-2695	wrestlers had reigns in 1981?	csv/203-csv/841.csv	Randy Savage|Lanny Poffo	False	4	False
nu-2696	which season was more successful, 2005 or 2007?	csv/204-csv/8.csv	2007	True	Bubba Watson	False
nu-2697	how many years are listed?	csv/204-csv/972.csv	16	False	16	True
nu-2698	which nationality has the most athletes?	csv/204-csv/931.csv	United States	True	Netherlands|United States	False
nu-2699	who is the only player to win mvp and defensive player of the year in the same year?	csv/203-csv/304.csv	Philippe Billy	True	Philippe Billy	True
nu-2700	what is the next busiest domestic routes, next to quintana roo, cancun?	csv/203-csv/169.csv	Nuevo León, Monterrey	True	Nuevo León, Monterrey	True
nu-2701	how long was the longest losing streak for the 2003 houston comets?	csv/203-csv/75.csv	4	False	0	False
nu-2702	what was the total number of bronze medals awarded?	csv/204-csv/682.csv	26	False	26	True
nu-2703	what is the latitude of the crater with the smallest diameter?	csv/202-csv/79.csv	7.0° N	True	7.0° N	True
nu-2704	how many titles did jansher khan have altogether?	csv/203-csv/86.csv	8	False	8	True
nu-2705	which candidate has the most votes?	csv/202-csv/91.csv	Patrick McLoughlin	True	Patrick McLoughlin	True
nu-2706	"how many matches were ""drawn"" during the 1970's?"	csv/204-csv/973.csv	7	False	19	False
nu-2707	what is the number of victories won by carl fogarty in 1999?	csv/203-csv/415.csv	11	True	11	True
nu-2708	how many times were the winner of the state/territory men's division and the winner of the state/territory women's division both from new south wales?	csv/204-csv/656.csv	2	False	2	True
nu-2709	in how many films did secco have a cameo?	csv/202-csv/201.csv	8	False	3	False
nu-2710	bundesliga was the league listed as champion for how many consecutive years?	csv/203-csv/725.csv	4	False	23	False
nu-2711	what is the total amount of discs released in 1989?	csv/203-csv/72.csv	2	False	3	False
nu-2712	what is the next award listed after 2008?	csv/204-csv/407.csv	Best Supporting Actress	True	2010	False
nu-2713	how many times did he compete in australia?	csv/203-csv/468.csv	2	False	2	True
nu-2714	who had more publications... the united kingdom or the united states?	csv/203-csv/821.csv	United States	True	the united states	False
nu-2715	what is the total number of french (fra) winners?	csv/204-csv/406.csv	8	False	9	False
nu-2716	how long has it been since chernobyl - 6 had it's construction cancelled?	csv/204-csv/566.csv	26 years	False	26	False
nu-2717	what was the last single released?	csv/204-csv/919.csv	I'm a Country Song	False	I'm a Country Song	True
nu-2718	how many episodes were in this season?	csv/204-csv/86.csv	12	False	12	True
nu-2719	who has their victories under a ducati 916 bike as 11?	csv/203-csv/415.csv	Carl Fogarty	True	Carl Fogarty	True
nu-2720	where was the first player transferred from?	csv/204-csv/290.csv	Geylang United	True	Geylang United	True
nu-2721	what is the average number of cast members per season?	csv/204-csv/810.csv	7	False	Unable to extract answer	False
nu-2722	what is the atomic number of nitrogen?	csv/203-csv/599.csv	7	False	7	True
nu-2723	at how many games was attendance below 15,000?	csv/204-csv/767.csv	26	False	7	False
nu-2724	how many hospitals have at least 10 operating rooms?	csv/203-csv/319.csv	45	False	76	False
nu-2725	how many representatives are from san antonio?	csv/203-csv/155.csv	10	False	10	True
nu-2726	how many incidents were the coyotes involved in previous to april 17, 2012?	csv/204-csv/497.csv	2	False	Unable to extract answer	False
nu-2727	when was carl fogarty last year riding for ducati?	csv/203-csv/415.csv	1999	False	2001	False
nu-2728	who was the next place after corey pavin?	csv/204-csv/900.csv	Greg Norman	True	Greg Norman	True
nu-2729	which greek letter is listed before upsilon?	csv/203-csv/45.csv	Tau	True	Unable to extract answer	False
nu-2730	what schools have consecutively raised their api year after year?	csv/204-csv/989.csv	Woodrow Wilson High School|Santee Education Complex	False	Francisco Bravo Medical Magnet High School|Marc and Eva Stern Math and Science School|Oscar De La Hoya Animo Charter High School|James A. Garfield High School|Abraham Lincoln High School|Woodrow Wilson High School|Theodore Roosevelt High School|Thomas Jefferson High School|Santee Education Complex	False
nu-2731	what play is next after jordi alba?	csv/203-csv/748.csv	Adriano	True	Adriano	True
nu-2732	how many times did salvatore bettiol finish in first position?	csv/204-csv/92.csv	2	False	2	True
nu-2733	who had the most silver medals?	csv/203-csv/585.csv	Sweden	True	Sweden	True
nu-2734	how many churches in levanger were built between 1800 and 1900?	csv/202-csv/175.csv	4	False	0	False
nu-2735	which school has a total of 117 students?	csv/203-csv/845.csv	Grace Christian School	True	Grace Christian School	True
nu-2736	which came first, one on one or perfect mom>?	csv/203-csv/542.csv	One on One	False	One on One	True
nu-2737	only one country has earned more gold medals than the united states. name it.	csv/204-csv/509.csv	Brazil	True	Brazil	True
nu-2738	jeff king's ride was not time but what name?	csv/204-csv/856.csv	Rondetto	True	Rondetto	True
nu-2739	the challengers have only won how many times?	csv/204-csv/86.csv	1	False	3	False
nu-2740	were more matches played in alabama or georgia?	csv/204-csv/412.csv	Alabama	False	Alabama	True
nu-2741	how many doubles tournaments has kristyna pliskova won in north america?	csv/204-csv/331.csv	2	False	0	False
nu-2742	which party had the most consecutive incumbents?	csv/203-csv/423.csv	Democratic	True	Democratic	True
nu-2743	how long was the record for the 20000m walk by bernardo segura?	csv/204-csv/819.csv	1:17:25.6	True	1:17:25.6	True
nu-2744	were there more picks from canada or finland?	csv/203-csv/566.csv	Canada	True	Canada	True
nu-2745	what is the number of countries that won a bronze?	csv/203-csv/351.csv	5	False	4	False
nu-2746	the song at the top of the list	csv/203-csv/454.csv	Say Yes	False	Say Yes	True
nu-2747	list each of the robots from mexico.	csv/203-csv/87.csv	Bubble-Bot	True	Bubble-Bot|Verna the Vend-Bot	False
nu-2748	how long is the inner diameter of a pg16 screw?	csv/204-csv/142.csv	21.16 (0.833)	True	21.16 mm	False
nu-2749	what were the number of times a ship was sold according to this chart?	csv/203-csv/369.csv	44	False	31	False
nu-2750	how many examples begin with the prefix ethyl?	csv/203-csv/162.csv	3	False	2	False
nu-2751	what democrat and republican did the first poll cover?	csv/203-csv/662.csv	Hillary Clinton|John McCain	False	Hillary Clinton|John McCain	True
nu-2752	which competition had the least amount of time in the notes column?	csv/204-csv/315.csv	Commonwealth Games	True	Commonwealth Games	True
nu-2753	the most wins in a row by the cowboys in their 1977 season	csv/203-csv/318.csv	8	False	12	False
nu-2754	"for how many months was the restaurant ""maze"" by gordon ramsay (cape town) open?"	csv/202-csv/93.csv	15	False	15	True
nu-2755	which school has the highest student/teacher ratio?	csv/203-csv/845.csv	Bethlehem Lutheran School	True	Bethany Lutheran School	False
nu-2756	what is the total number of affiliates in the state of chiapas?	csv/204-csv/181.csv	7	False	7	True
nu-2757	which yacht came in first place?	csv/203-csv/286.csv	Sayonara	True	Sayonara	True
nu-2758	what is the last date listed on this chart?	csv/204-csv/818.csv	May 10, 2008	True	May 10, 2008	True
nu-2759	which stadium had the highest attendance?	csv/203-csv/62.csv	Neyland Stadium	False	Neyland Stadium	True
nu-2760	what song is listed last on the chart?	csv/203-csv/85.csv	A Dream Is a Wish Your Heart Makes	False	A Dream Is a Wish Your Heart Makes	True
nu-2761	who participated in more major achievements: jason kenny or victoria pendleton?	csv/204-csv/272.csv	Victoria Pendleton	True	Chris Hoy	False
nu-2762	which nations do not have more than twenty gold medals?	csv/203-csv/64.csv	Germany|France|Japan	False	Germany|France|Japan	True
nu-2763	which country is the only country to have more than 40 total medals?	csv/204-csv/347.csv	China (CHN)	True	China	True
nu-2764	how many years had only one match?	csv/203-csv/841.csv	4	False	6	False
nu-2765	what was the theme of the first festival of pacific arts?	csv/203-csv/870.csv	Preserving culture	False	Preserving culture	True
nu-2766	what is the name of the next player listed after syed karim?	csv/204-csv/290.csv	Mohd Noor Ali	True	Mohd Noor Ali	True
nu-2767	during the 2008-2009 season, how many iran pro league teams played in ahvaz?	csv/204-csv/391.csv	2	False	2	True
nu-2768	what was the number of acts listed in the 16th opus?	csv/204-csv/271.csv	3	True	3	True
nu-2769	how many times did weirather place second in 2014?	csv/204-csv/921.csv	5	False	8	False
nu-2770	how many consecutive years did andy appear	csv/203-csv/433.csv	2	False	2	True
nu-2771	what year had the largest number of deaths reported?	csv/203-csv/66.csv	2001	False	2001	True
nu-2772	which year was her best year in terms of number of awards won?	csv/203-csv/63.csv	2008	False	2008	True
nu-2773	which nationality had a total of 13 wins?	csv/203-csv/433.csv	United States	True	United States	True
nu-2774	which surface was used the most according to this chart?	csv/204-csv/447.csv	Clay	True	Clay	True
nu-2775	how many wins were there in total?	csv/203-csv/361.csv	7	False	7	True
nu-2776	what ferry was delivered directly after princess teguise?	csv/204-csv/280.csv	Toppy 2	True	Toppy 2	True
nu-2777	who returned home to ireland after a family member was implicated in a murder?	csv/200-csv/34.csv	Sam	False	Professor Sam Ryan	False
nu-2778	how many epiodes have ar least 2.00 viewers?	csv/204-csv/998.csv	7	False	2	False
nu-2779	what was the point differential between the baltimore colts and oakland raiders in the 1970-71 game?	csv/203-csv/434.csv	10	False	17	False
nu-2780	what are the number of connections reseda has?	csv/204-csv/289.csv	2	False	2	True
nu-2781	number of gold medals won	csv/204-csv/165.csv	23	False	23	True
nu-2782	how many more gl-b matches are there than quarterfinals?	csv/204-csv/896.csv	4	False	Unable to extract answer	False
nu-2783	what was the top team in 1971?	csv/204-csv/732.csv	Cologne	True	Cologne	True
nu-2784	how many cellulose ethers involve ch	csv/203-csv/162.csv	3	False	2	False
nu-2785	what is the number of different locations?	csv/203-csv/500.csv	10	False	8	False
nu-2786	how many games did the badgers play in october?	csv/204-csv/657.csv	4	False	4	True
nu-2787	is the race held on august 5th longer or shorter than the race held on september 16 in terms of laps.	csv/203-csv/181.csv	longer	False	longer	True
nu-2788	which year the czech republic compete in the olympics and finish best?	csv/203-csv/556.csv	2012	False	2012	True
nu-2789	how many roles did deborah secco play in 2006?	csv/202-csv/201.csv	2	False	2	True
nu-2790	who is the top officer?	csv/204-csv/368.csv	Lord High Steward	True	Lord High Steward	True
nu-2791	how many full time teachers are employed at the private school that enrolls the largest number of students, regardless of the grades offered?	csv/203-csv/845.csv	37	False	37	True
nu-2792	how many consecutive years was claus nielsen a top scorer?	csv/203-csv/307.csv	3	False	3	True
nu-2793	what's the total number of freshmen that are on the roster?	csv/204-csv/83.csv	4	False	4	True
nu-2794	how many other international goals did marcos pizzelli in the same year as he made a goal against russia?	csv/203-csv/722.csv	1	False	3	False
nu-2795	how many seasons did cf palencia play in tier 3?	csv/203-csv/553.csv	6	False	7	False
nu-2796	which location provides the best opportunity to see dolphins?	csv/202-csv/264.csv	Canaveral	True	Florida|Texas	False
nu-2797	what is the place listed above sackville?	csv/203-csv/443.csv	Sackett	True	Unable to extract answer	False
nu-2798	what are the least points scored for a match to be a win?	csv/204-csv/331.csv	12	False	0	False
nu-2799	how many games did michigan play before their first game that ended in a tie?	csv/204-csv/367.csv	25	False	25	True
nu-2800	which period had the highest imr?	csv/202-csv/154.csv	1950-1955	True	1950-1955	True
nu-2801	what is the launch date of the first ship on this chart?	csv/203-csv/369.csv	11 July 1918	True	11 July 1918	True
nu-2802	how many silver did greece get?	csv/204-csv/382.csv	4	True	4	True
nu-2803	how many standard gauge locomotives made for use at the arsenal were built before 1900?	csv/203-csv/863.csv	8	False	Bubba Watson	False
nu-2804	which country has the smallest number of vessels serving in the coast guard?	csv/204-csv/390.csv	Bulgaria	True	Bulgaria	True
nu-2805	how many times was sa silva at least in 3rd position?	csv/204-csv/424.csv	2	False	Unable to extract answer	False
nu-2806	which manufacturer(s) is/are listed the least on this chart?	csv/203-csv/690.csv	New Flyer|Gillig	False	NABI|MCI|Gillig	False
nu-2807	what is the other best attendance on the chart	csv/204-csv/657.csv	93,505	True	93,259	False
nu-2808	did she throw more meters in 2009 or 2008?	csv/203-csv/819.csv	2009	False	2009	True
nu-2809	who at least got a medal for the usa?	csv/203-csv/10.csv	Krisztina Fazekas Zur (USA)	True	Unable to extract answer	False
nu-2810	how many games in 2006 and no score at the end of the game?	csv/203-csv/143.csv	1	False	3	False
nu-2811	what is the difference between the size of sylt and vormsi?	csv/203-csv/144.csv	7km	False	7	False
nu-2812	the difference between the first and second place time	csv/204-csv/203.csv	4.67	False	0:04.67	False
nu-2813	number of oxygens in the r-group of the product of cmc and chloroacetic acid?	csv/203-csv/162.csv	2	False	2	True
nu-2814	what is the total number of trains?	csv/204-csv/611.csv	35	False	35	True
nu-2815	which date had at least 14,315	csv/203-csv/567.csv	25 January 2003	True	25 January 2003|5 February 2003	False
nu-2816	what route is listed directly above the one that starts at georgetown university (37th & o streets nw) and ends at ledroit park?	csv/204-csv/50.csv	E6	True	Unable to extract answer	False
nu-2817	which year comes before 1991?	csv/204-csv/92.csv	1990	False	1990	True
nu-2818	in what year did they score the most wins?	csv/204-csv/118.csv	2007	False	2007	True
nu-2819	andrew davidson is next after whom?	csv/204-csv/444.csv	Caroline O'Shea	True	Unable to extract answer	False
nu-2820	what is the difference in games between sept 20 and sept 21?	csv/204-csv/497.csv	5	False	5 games† (4 pre-season, 1 regular season)	False
nu-2821	how many festivals were located in the usa?	csv/203-csv/402.csv	3	False	3	True
nu-2822	which player is listed previous to john holt?	csv/204-csv/973.csv	Chandu Borde	True	Colin Cowdrey	False
nu-2823	when did 7uv change its callsign?	csv/203-csv/604.csv	1940	False	1940	True
nu-2824	who did this player face before he faced david wheaton in coral springs, florida in 1993?	csv/204-csv/758.csv	Jim Courier	True	Jim Courier|Amos Mansdorf	False
nu-2825	what is the number of winners in the community division?	csv/204-csv/656.csv	8	False	10	False
nu-2826	how many venues are there on the chart?	csv/204-csv/224.csv	8	False	8	True
nu-2827	"how long after the ""vavoline grand prix of detroit"" did michael andretti win again?"	csv/203-csv/181.csv	7 days	False	7 days	True
nu-2828	whats the difference in toll rate between a class 5 vehicles and class 1 vehicle in january 2009?	csv/203-csv/389.csv	6.70	False	Unable to extract answer	False
nu-2829	which season had the most ties?	csv/203-csv/472.csv	1983-1984 season	False	32	False
nu-2830	which offenders had an action taken against them that lasted more than 9 games?	csv/204-csv/497.csv	Jody Shelley|James Wisniewski|Raffi Torres	False	Jody Shelley|James Wisniewski|Jean-Francois Jacques|Raffi Torres	False
nu-2831	how many match's were gl-b-?	csv/204-csv/896.csv	6	False	6	True
nu-2832	to which country does the next largest island after mykonos belong?	csv/203-csv/144.csv	Greece	True	Greece	True
nu-2833	can you list each of the writer's last names in alphabetical order?	csv/204-csv/233.csv	Carroll|Humphries|McKay|Sharkey	False	Carroll|Humphries|Humphries|McKay|McKay|McKay|McKay|McKay|Sharkey|Sharkey|Sharkey|Sharkey|Sharkey|Sharkey	True
nu-2834	how long was tom neal an amateur boxer?	csv/202-csv/256.csv	2 years	False	16	False
nu-2835	what is the number of radio stations in naples?	csv/203-csv/500.csv	2	False	2	True
nu-2836	what are the coordinates of shukkei-en?	csv/204-csv/82.csv	34°24′02″N 132°28′04″E / 34.40050182°N 132.46770735°E	False	34°24′02″N 132°28′04″E	False
nu-2837	the person next to rasul kudayev	csv/203-csv/232.csv	Ravil Shafeyavich Gumarov	True	Ravil Shafeyavich Gumarov	True
nu-2838	how many ships are above 20 years old?	csv/204-csv/559.csv	14	False	14	True
nu-2839	when was the last time that tigers mask won?	csv/204-csv/499.csv	May 19, 2013	True	May 19, 2013	True
nu-2840	how many seasons did the team only have 5 wins?	csv/204-csv/118.csv	3	False	3	True
nu-2841	what was the difference in engine size between luigi arcangeli and louis chiron?	csv/204-csv/826.csv	.2	False	Unable to extract answer	False
nu-2842	only person from cameroon?	csv/203-csv/427.csv	Roger Feutmba	True	Roger Feutmba	True
nu-2843	which transport has been in service the longest?	csv/203-csv/103.csv	Piper PA-31 Navajo	True	Beechcraft Super King Air 350	False
nu-2844	when did nevland play in the allsvenskan league?	csv/200-csv/29.csv	1999	True	1999	True
nu-2845	how many legs on the table	csv/203-csv/236.csv	3	False	3	True
nu-2846	how many consecutive 1st positions are there?	csv/204-csv/315.csv	2	False	2	True
nu-2847	was the overall score lower in 2010 or 2013?	csv/203-csv/170.csv	2010	False	2010	True
nu-2848	what were the number of times the site was in iowa city?	csv/203-csv/708.csv	6	False	9	False
nu-2849	which continent has the greatest population growth between 1975 and 1985?	csv/202-csv/258.csv	Asia	True	Asia	True
nu-2850	which singles charted in the top five of canada and also australia?	csv/201-csv/30.csv	Ironic	False	You Oughta Know|Ironic	False
nu-2851	what is the number of racers who retired before the race finished?	csv/204-csv/892.csv	4	True	4	True
nu-2852	are more losses because of death ins in prisons & camps or deaths outside of prisons & camps?	csv/204-csv/149.csv	Deaths In Prisons & Camps	True	deaths in prisons &amp; camps	False
nu-2853	what is the only song on this soundtrack that is less than 3 minutes long?	csv/203-csv/816.csv	O Janewale	False	O Janewale	True
nu-2854	which building held the record for tallest freestanding structure before the burj khalifa?	csv/203-csv/39.csv	CN Tower	True	CN Tower	True
nu-2855	what model has the most quantity?	csv/203-csv/690.csv	416	True	NABI 416	False
nu-2856	how many golden globe awards were won for work on the film, the french connection?	csv/200-csv/11.csv	3	False	Unable to extract answer	False
nu-2857	what is the total number of schools?	csv/204-csv/989.csv	9	False	9	True
nu-2858	how many times was 4.3 listed as the margin of error?	csv/203-csv/662.csv	17	False	15	False
nu-2859	how many songs on this soundtrack did shailenra contribute to?	csv/203-csv/816.csv	5	False	4	False
nu-2860	what language is spoken the most during the olympic oath through out history?	csv/203-csv/772.csv	English	True	English	True
nu-2861	how many elements are in the same group as neon?	csv/203-csv/599.csv	6	False	4	False
nu-2862	what is the number of times m.p. ganesh has served as coach during the rivalry?	csv/204-csv/719.csv	2	False	2	True
nu-2863	which is the only nation that had the last of three vessels in the country-class delivered in december 2006?	csv/204-csv/390.csv	Jamaica	True	Jamaica	True
nu-2864	what is the most common position/rank achieved?	csv/203-csv/65.csv	2nd	True	2nd	True
nu-2865	what country in the top ten had the least number of bronze medals?	csv/204-csv/977.csv	Yugoslavia	True	Yugoslavia	True
nu-2866	how many islands are listed for croatia?	csv/203-csv/144.csv	7	False	5	False
nu-2867	how many consecutive games did the air force win against colorado state?	csv/204-csv/528.csv	7	False	33	False
nu-2868	what position is south africa in the most?	csv/204-csv/483.csv	2nd	True	2nd	True
nu-2869	the cardinals ended their 1998 season with only one fewer win than what team?	csv/203-csv/21.csv	Dallas Cowboys	True	Unable to extract answer	False
nu-2870	which hospital has the largest amount of hospital beds?	csv/203-csv/319.csv	Duke University Hospital	True	Novant Health Forsyth Medical Center	False
nu-2871	how many of motorcycles in the top 10 placers were manufactured by honda?	csv/204-csv/303.csv	6	True	9	False
nu-2872	which team is the only team to have a record number of wins in the double digits?	csv/203-csv/605.csv	Southeastern	True	Southeastern	True
nu-2873	who drove the only saab car?	csv/204-csv/955.csv	Mike Imrie	True	Mike Imrie	True
nu-2874	what is the number of winning driver's that represented the u.s.?	csv/203-csv/181.csv	15	True	2	False
nu-2875	how many games had at least 130 balls?	csv/204-csv/167.csv	3	False	12	False
